year,month,day,period,1
2023,2,9,22,300.904
2023,2,9,23,276.611
2023,2,9,24,252.549
2023,2,10,1,233.761
2023,2,10,2,224.417
2023,2,10,3,217.57
2023,2,10,4,214.888
2023,2,10,5,216.192
2023,2,10,6,228.699
2023,2,10,7,249.714
2023,2,10,8,260.487
2023,2,10,9,271.089
2023,2,10,10,276.025
2023,2,10,11,281.06
2023,2,10,12,284.757
2023,2,10,13,285.422
2023,2,10,14,285.11
2023,2,10,15,290.122
2023,2,10,16,293.568
2023,2,10,17,299.094
2023,2,10,18,299.984
2023,2,10,19,315.15
2023,2,10,20,320.753
2023,2,10,21,311.745
2023,2,10,22,297.504
2023,2,10,23,273.335
2023,2,10,24,249.428
2023,2,11,1,232.342
2023,2,11,2,222.577
2023,2,11,3,217.271
2023,2,11,4,214.33
2023,2,11,5,213.975
2023,2,11,6,220.869
2023,2,11,7,235.681
2023,2,11,8,251.558
2023,2,11,9,268.671
2023,2,11,10,282.29
2023,2,11,11,289.536
2023,2,11,12,292.108
2023,2,11,13,292.279
2023,2,11,14,294.902
2023,2,11,15,292.188
2023,2,11,16,294.111
2023,2,11,17,297.668
2023,2,11,18,298.585
2023,2,11,19,312.265
2023,2,11,20,315.455
2023,2,11,21,304.705
2023,2,11,22,290.468
2023,2,11,23,270.975
2023,2,11,24,248.08
2023,2,12,1,230.745
2023,2,12,2,221.111
2023,2,12,3,215.354
2023,2,12,4,212.071
2023,2,12,5,211.134
2023,2,12,6,214.296
2023,2,12,7,222.474
2023,2,12,8,232.556
2023,2,12,9,241.526
2023,2,12,10,255.613
2023,2,12,11,262.097
2023,2,12,12,263.454
2023,2,12,13,264.299
2023,2,12,14,265.389
2023,2,12,15,262.611
2023,2,12,16,264.265
2023,2,12,17,267.845
2023,2,12,18,272.431
2023,2,12,19,289.61
2023,2,12,20,297.097
2023,2,12,21,289.691
2023,2,12,22,278.018
2023,2,12,23,260.017
2023,2,12,24,238.329
2023,2,13,1,227.302
2023,2,13,2,218.984
2023,2,13,3,214.355
2023,2,13,4,210.729
2023,2,13,5,211.913
2023,2,13,6,222.555
2023,2,13,7,241.868
2023,2,13,8,257.57
2023,2,13,9,267.551
2023,2,13,10,280.831
2023,2,13,11,287.339
2023,2,13,12,291.805
2023,2,13,13,294.022
2023,2,13,14,295.98
2023,2,13,15,295.295
2023,2,13,16,296.564
2023,2,13,17,297.423
2023,2,13,18,298.652
2023,2,13,19,314.704
2023,2,13,20,318.938
2023,2,13,21,309.344
2023,2,13,22,294.455
2023,2,13,23,273.116
2023,2,13,24,251.267
2023,2,14,1,234.823
2023,2,14,2,225.497
2023,2,14,3,219.969
2023,2,14,4,217.61
2023,2,14,5,217.898
2023,2,14,6,227.732
2023,2,14,7,247.545
2023,2,14,8,263.284
2023,2,14,9,270.753
2023,2,14,10,281.706
2023,2,14,11,288.559
2023,2,14,12,290.366
2023,2,14,13,291.518
2023,2,14,14,293.508
2023,2,14,15,293.114
2023,2,14,16,295.918
